cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
-232.18712018798865,76.31846468895287,-214.2037440040474,15.721858353829473,-329.1088781349697,174.28195953544304,1,13,259
