cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
-19.329800258132202,29.145086063012624,-16.227166454394297,-3.887139304805036,289.1900431321597,-124.4458627645906,1,0,60
