cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
106.94207510651157,-279.14017784265354,23.894873290348908,5.316616102368584,5.100526644220177,-428.6552990758201,0,25,168
