cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
-60.32921815176136,-46.35161889160015,-157.46693717702146,-232.06766496567903,-58.112043267503104,-393.8470273251562,1,11,67
