cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
-69.71726828975748,-96.80956728093457,123.33874216984665,-253.10777746254897,-80.7310369829481,-419.6262321666773,0,15,77
