cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
126.26362989929781,-74.3852175353228,-278.81651309819125,-50.57921995607239,160.52867315490042,-202.6775441484082,1,20,117
