cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
-23.373372510663128,-194.01692780142105,-176.48150495873185,-19.296316932730495,-63.44549455043975,-402.79594242657623,1,13,32
