cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
-82.62787016441281,1.6187336856836074,-245.5383207097347,-223.77575087787616,-254.25126150495623,-370.35493423078475,1,1,58
