cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
169.41474087553016,29.975868416351574,-216.1226409297204,-51.24660786506539,193.45805079519062,2.8875419884288576,1,2,37
