cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
-1.6813467729571745,-44.95853925330157,259.7632666357485,-169.45260912446537,-57.36374289643366,-300.71433516817626,0,53,145
