cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
-11.628481197150151,-25.171649662354568,-153.96058744071735,-127.89397101907663,-257.9061174576583,-210.13650304651273,1,0,103
