cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
49.43593333922776,152.43730809501653,273.91592224049407,158.19999694213558,313.53112308510015,-126.97094780580474,0,17,86
