cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
75.78759248614863,-49.28990126114334,-193.75494026244988,-47.75234252590298,-18.724842636532163,-286.47303406280804,1,1,160
