cogx,cogy,p_beforex,p_beforey,before_afterx,before_aftery,mainhand,preframe,postframe
-5.213351977380971,-15.33867722071908,233.21498487461332,-19.944319466636617,126.46761965569033,-181.0553043196426,0,115,281
